2025-05-12 00:22:56,502 - INFO - Starting Kafka Consumer...
2025-05-12 00:22:56,683 - INFO - Connected to PostgreSQL database.
2025-05-12 00:22:56,703 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-12 00:22:56,737 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <checking_api_versions_recv> [IPv6 ('::1', 9092, 0, 0)]>: Broker version identified as 2.6
2025-05-12 00:22:56,738 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-12 00:22:56,741 - INFO - Updating subscribed topics to: ('heartbeat',)
2025-05-12 00:22:56,753 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-12 00:22:56,754 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=1 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-12 00:22:56,755 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=bootstrap-0 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Closing connection. 
2025-05-12 00:22:56,875 - INFO - Coordinator for group/heartbeat_group is BrokerMetadata(nodeId='coordinator-1', host='localhost', port=9092, rack=None)
2025-05-12 00:22:56,875 - INFO - Discovered coordinator coordinator-1 for group heartbeat_group
2025-05-12 00:22:56,875 - INFO - Starting new heartbeat thread
2025-05-12 00:22:56,878 - INFO - Revoking previously assigned partitions set() for group heartbeat_group
2025-05-12 00:22:56,880 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=coordinator-1 host=localhost:9092 <connecting> [IPv6 ('::1', 9092, 0, 0)]>: connecting to localhost:9092 [('::1', 9092, 0, 0) IPv6]
2025-05-12 00:22:56,881 - INFO - <BrokerConnection client_id=kafka-python-2.2.3, node_id=coordinator-1 host=localhost:9092 <connected> [IPv6 ('::1', 9092, 0, 0)]>: Connection complete.
2025-05-12 00:22:56,983 - INFO - (Re-)joining group heartbeat_group
2025-05-12 00:22:57,032 - INFO - (Re-)joining group heartbeat_group
2025-05-12 00:23:00,107 - INFO - Elected group leader -- performing partition assignments using range
2025-05-12 00:23:00,222 - INFO - Successfully joined group heartbeat_group with generation 21
2025-05-12 00:23:00,223 - INFO - Updated partition assignment: [TopicPartition(topic='heartbeat', partition=0)]
2025-05-12 00:23:00,224 - INFO - Setting newly assigned partitions {TopicPartition(topic='heartbeat', partition=0)} for group heartbeat_group
2025-05-12 00:23:03,693 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:03.697044', 'heart_rate': 68}
2025-05-12 00:23:03,820 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:04.701353', 'heart_rate': 68}
2025-05-12 00:23:03,831 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:04.701353', 'heart_rate': 68}
2025-05-12 00:23:03,993 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:05.705099', 'heart_rate': 76}
2025-05-12 00:23:03,999 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:05.705099', 'heart_rate': 76}
2025-05-12 00:23:04,065 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:06.715799', 'heart_rate': 87}
2025-05-12 00:23:04,073 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:06.715799', 'heart_rate': 87}
2025-05-12 00:23:04,130 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:07.720388', 'heart_rate': 93}
2025-05-12 00:23:04,137 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:07.720388', 'heart_rate': 93}
2025-05-12 00:23:04,220 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:08.723472', 'heart_rate': 90}
2025-05-12 00:23:04,227 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:08.723472', 'heart_rate': 90}
2025-05-12 00:23:04,429 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:09.730698', 'heart_rate': 89}
2025-05-12 00:23:04,439 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:09.730698', 'heart_rate': 89}
2025-05-12 00:23:04,496 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:10.803976', 'heart_rate': 75}
2025-05-12 00:23:04,505 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:10.803976', 'heart_rate': 75}
2025-05-12 00:23:04,570 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:11.809707', 'heart_rate': 89}
2025-05-12 00:23:04,576 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:11.809707', 'heart_rate': 89}
2025-05-12 00:23:04,663 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:12.852697', 'heart_rate': 66}
2025-05-12 00:23:04,671 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:12.852697', 'heart_rate': 66}
2025-05-12 00:23:04,806 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:13.892628', 'heart_rate': 63}
2025-05-12 00:23:04,812 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:13.892628', 'heart_rate': 63}
2025-05-12 00:23:04,873 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:14.902025', 'heart_rate': 81}
2025-05-12 00:23:04,879 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:14.902025', 'heart_rate': 81}
2025-05-12 00:23:04,913 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:15.905797', 'heart_rate': 96}
2025-05-12 00:23:04,921 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:15.905797', 'heart_rate': 96}
2025-05-12 00:23:04,951 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:16.910516', 'heart_rate': 76}
2025-05-12 00:23:04,958 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:16.910516', 'heart_rate': 76}
2025-05-12 00:23:04,991 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:17.917138', 'heart_rate': 66}
2025-05-12 00:23:04,997 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:17.917138', 'heart_rate': 66}
2025-05-12 00:23:05,046 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:18.920486', 'heart_rate': 64}
2025-05-12 00:23:05,055 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:18.920486', 'heart_rate': 64}
2025-05-12 00:23:05,112 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:19.930341', 'heart_rate': 80}
2025-05-12 00:23:05,121 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:19.930341', 'heart_rate': 80}
2025-05-12 00:23:05,151 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:20.938036', 'heart_rate': 96}
2025-05-12 00:23:05,158 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:20.938036', 'heart_rate': 96}
2025-05-12 00:23:05,190 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:21.941507', 'heart_rate': 89}
2025-05-12 00:23:05,196 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:21.941507', 'heart_rate': 89}
2025-05-12 00:23:05,227 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:22.956772', 'heart_rate': 84}
2025-05-12 00:23:05,234 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:22.956772', 'heart_rate': 84}
2025-05-12 00:23:05,337 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:23.959779', 'heart_rate': 72}
2025-05-12 00:23:05,344 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:23.959779', 'heart_rate': 72}
2025-05-12 00:23:05,460 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:24.963164', 'heart_rate': 87}
2025-05-12 00:23:05,467 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:24.963164', 'heart_rate': 87}
2025-05-12 00:23:05,560 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:25.966471', 'heart_rate': 67}
2025-05-12 00:23:05,566 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:25.966471', 'heart_rate': 67}
2025-05-12 00:23:05,659 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:26.973826', 'heart_rate': 63}
2025-05-12 00:23:05,667 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:26.973826', 'heart_rate': 63}
2025-05-12 00:23:05,726 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:27.978762', 'heart_rate': 71}
2025-05-12 00:23:05,732 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:27.978762', 'heart_rate': 71}
2025-05-12 00:23:05,770 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:28.983165', 'heart_rate': 65}
2025-05-12 00:23:05,776 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:28.983165', 'heart_rate': 65}
2025-05-12 00:23:05,811 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:29.997928', 'heart_rate': 81}
2025-05-12 00:23:05,817 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:29.997928', 'heart_rate': 81}
2025-05-12 00:23:05,849 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:31.001017', 'heart_rate': 99}
2025-05-12 00:23:05,864 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:31.001017', 'heart_rate': 99}
2025-05-12 00:23:05,947 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:32.008193', 'heart_rate': 67}
2025-05-12 00:23:05,983 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:32.008193', 'heart_rate': 67}
2025-05-12 00:23:06,180 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:33.012475', 'heart_rate': 61}
2025-05-12 00:23:06,187 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:33.012475', 'heart_rate': 61}
2025-05-12 00:23:06,220 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:34.016824', 'heart_rate': 91}
2025-05-12 00:23:06,227 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:34.016824', 'heart_rate': 91}
2025-05-12 00:23:06,286 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:35.020395', 'heart_rate': 78}
2025-05-12 00:23:06,292 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:35.020395', 'heart_rate': 78}
2025-05-12 00:23:06,331 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:36.027376', 'heart_rate': 79}
2025-05-12 00:23:06,341 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:36.027376', 'heart_rate': 79}
2025-05-12 00:23:06,372 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:37.034266', 'heart_rate': 93}
2025-05-12 00:23:06,379 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:37.034266', 'heart_rate': 93}
2025-05-12 00:23:06,493 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:38.049174', 'heart_rate': 95}
2025-05-12 00:23:06,501 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:38.049174', 'heart_rate': 95}
2025-05-12 00:23:06,534 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:39.052815', 'heart_rate': 77}
2025-05-12 00:23:06,542 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:22:39.052815', 'heart_rate': 77}
2025-05-12 00:23:06,580 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:40.055159', 'heart_rate': 74}
2025-05-12 00:23:06,590 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:40.055159', 'heart_rate': 74}
2025-05-12 00:23:06,657 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:41.060081', 'heart_rate': 73}
2025-05-12 00:23:06,675 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:41.060081', 'heart_rate': 73}
2025-05-12 00:23:06,708 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:42.079601', 'heart_rate': 87}
2025-05-12 00:23:06,714 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:42.079601', 'heart_rate': 87}
2025-05-12 00:23:06,778 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:43.085716', 'heart_rate': 67}
2025-05-12 00:23:06,815 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:43.085716', 'heart_rate': 67}
2025-05-12 00:23:06,944 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:44.089875', 'heart_rate': 78}
2025-05-12 00:23:07,003 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:44.089875', 'heart_rate': 78}
2025-05-12 00:23:07,044 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:45.095925', 'heart_rate': 91}
2025-05-12 00:23:07,053 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:45.095925', 'heart_rate': 91}
2025-05-12 00:23:07,095 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:46.117668', 'heart_rate': 83}
2025-05-12 00:23:07,105 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:46.117668', 'heart_rate': 83}
2025-05-12 00:23:07,184 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:47.122908', 'heart_rate': 74}
2025-05-12 00:23:07,190 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:47.122908', 'heart_rate': 74}
2025-05-12 00:23:07,221 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:48.130779', 'heart_rate': 70}
2025-05-12 00:23:07,227 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:48.130779', 'heart_rate': 70}
2025-05-12 00:23:07,261 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:49.139306', 'heart_rate': 81}
2025-05-12 00:23:07,271 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:49.139306', 'heart_rate': 81}
2025-05-12 00:23:07,298 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:50.142317', 'heart_rate': 90}
2025-05-12 00:23:07,305 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:50.142317', 'heart_rate': 90}
2025-05-12 00:23:07,372 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:51.148954', 'heart_rate': 72}
2025-05-12 00:23:07,379 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:51.148954', 'heart_rate': 72}
2025-05-12 00:23:07,409 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:52.166493', 'heart_rate': 60}
2025-05-12 00:23:07,416 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:22:52.166493', 'heart_rate': 60}
2025-05-12 00:23:07,461 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:53.174475', 'heart_rate': 60}
2025-05-12 00:23:07,466 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:53.174475', 'heart_rate': 60}
2025-05-12 00:23:07,497 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:54.181301', 'heart_rate': 93}
2025-05-12 00:23:07,504 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:54.181301', 'heart_rate': 93}
2025-05-12 00:23:07,549 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:55.204681', 'heart_rate': 63}
2025-05-12 00:23:07,555 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:55.204681', 'heart_rate': 63}
2025-05-12 00:23:07,586 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:56.207900', 'heart_rate': 83}
2025-05-12 00:23:07,593 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:56.207900', 'heart_rate': 83}
2025-05-12 00:23:07,653 - INFO - Received: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:57.217049', 'heart_rate': 83}
2025-05-12 00:23:07,659 - INFO - Inserted data: {'customer_id': '7736551e-140b-4a6b-9b7d-5e90e8210d25', 'timestamp': '2025-05-12T00:22:57.217049', 'heart_rate': 83}
2025-05-12 00:23:07,733 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:58.219966', 'heart_rate': 94}
2025-05-12 00:23:07,741 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:22:58.219966', 'heart_rate': 94}
2025-05-12 00:23:07,805 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:59.223102', 'heart_rate': 73}
2025-05-12 00:23:07,811 - INFO - Inserted data: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:22:59.223102', 'heart_rate': 73}
2025-05-12 00:23:07,885 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:00.226927', 'heart_rate': 78}
2025-05-12 00:23:07,891 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:00.226927', 'heart_rate': 78}
2025-05-12 00:23:07,961 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:01.232987', 'heart_rate': 91}
2025-05-12 00:23:07,968 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:01.232987', 'heart_rate': 91}
2025-05-12 00:23:08,070 - INFO - Received: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:02.236633', 'heart_rate': 86}
2025-05-12 00:23:08,083 - INFO - Inserted data: {'customer_id': '2b642142-56be-473e-ae73-a4718e99b88f', 'timestamp': '2025-05-12T00:23:02.236633', 'heart_rate': 86}
2025-05-12 00:23:08,130 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:03.240774', 'heart_rate': 63}
2025-05-12 00:23:08,137 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:03.240774', 'heart_rate': 63}
2025-05-12 00:23:08,191 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:04.244316', 'heart_rate': 93}
2025-05-12 00:23:08,197 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:04.244316', 'heart_rate': 93}
2025-05-12 00:23:08,229 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:05.253376', 'heart_rate': 92}
2025-05-12 00:23:08,235 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:05.253376', 'heart_rate': 92}
2025-05-12 00:23:08,269 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:06.256517', 'heart_rate': 72}
2025-05-12 00:23:08,278 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:06.256517', 'heart_rate': 72}
2025-05-12 00:23:08,307 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:07.260770', 'heart_rate': 89}
2025-05-12 00:23:08,313 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:07.260770', 'heart_rate': 89}
2025-05-12 00:23:08,378 - INFO - Received: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:08.269739', 'heart_rate': 66}
2025-05-12 00:23:08,383 - INFO - Inserted data: {'customer_id': 'b86354cc-6045-4b4c-be19-976a95382fd6', 'timestamp': '2025-05-12T00:23:08.269739', 'heart_rate': 66}
2025-05-12 00:23:09,296 - INFO - Received: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:09.279819', 'heart_rate': 83}
2025-05-12 00:23:09,306 - INFO - Inserted data: {'customer_id': '1dd020fe-61a2-43c8-bfd9-5a80303218ea', 'timestamp': '2025-05-12T00:23:09.279819', 'heart_rate': 83}
2025-05-12 00:23:10,301 - INFO - Received: {'customer_id': '64189dfe-cf26-4acf-9dce-284cfbc06063', 'timestamp': '2025-05-12T00:23:10.285724', 'heart_rate': 79}
